YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours),,,,,,
2002,RI,Total Electric Power Industry,Natural Gas,6310417.00,,,,,,
2002,RI,Total Electric Power Industry,Other,587378.00,,,,,,
2002,RI,Total Electric Power Industry,Other Biomass,97752.00,,,,,,
2002,RI,Total Electric Power Industry,Petroleum,57533.00,,,,,,
2002,RI,"Electric Generators, Independent Power Producers",Total,6927232.00,,,,,,
2002,RI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,3685.00,,,,,,
2002,RI,"Electric Generators, Independent Power Producers",Natural Gas,6237709.00,,,,,,
2002,RI,"Electric Generators, Independent Power Producers",Other,587378.00,,,,,,
2002,RI,"Electric Generators, Independent Power Producers",Other Biomass,97752.00,,,,,,
2002,RI,"Electric Generators, Independent Power Producers",Petroleum,708.00,,,,,,
2002,RI,"Electric Generators, Electric Utilities",Total,11836.00,,,,,,
2002,RI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,0.00,,,,,,
2002,RI,"Electric Generators, Electric Utilities",Petroleum,11836.00,,,,,,
2002,RI,"Combined Heat and Power, Industrial Power",Total,3.00,,,,,,
2002,RI,"Combined Heat and Power, Industrial Power",Petroleum,3.00,,,,,,
2002,RI,"Combined Heat and Power, Electric Power",Total,71000.00,,,,,,
2002,RI,"Combined Heat and Power, Electric Power",Natural Gas,65895.00,,,,,,
2002,RI,"Combined Heat and Power, Electric Power",Petroleum,5105.00,,,,,,
2002,RI,"Combined Heat and Power, Commercial Power",Total,46694.00,,,,,,
2002,RI,"Combined Heat and Power, Commercial Power",Natural Gas,6813.00,,,,,,
2002,RI,"Combined Heat and Power, Commercial Power",Petroleum,39881.00,,,,,,
2002,SC,Total Electric Power Industry,Total,96563498.00,,,,,,
2002,SC,Total Electric Power Industry,Coal,36947722.00,,,,,,
2002,SC,Total Electric Power Industry,Hydroelectric Conventional,1389751.00,,,,,,
2002,SC,Total Electric Power Industry,Natural Gas,4498319.00,,,,,,
2002,SC,Total Electric Power Industry,Nuclear,53325854.00,,,,,,
2002,SC,Total Electric Power Industry,Other,0.00,,,,,,
2002,SC,Total Electric Power Industry,Other Biomass,15522.00,,,,,,
2002,SC,Total Electric Power Industry,Other Gases,314.00,,,,,,
2002,SC,Total Electric Power Industry,Petroleum,300337.00,,,,,,
2002,SC,Total Electric Power Industry,Pumped Storage,-1143216.00,,,,,,
2002,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1228895.00,,,,,,
2002,SC,"Electric Generators, Independent Power Producers",Total,632868.00,,,,,,
2002,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,60905.00,,,,,,
2002,SC,"Electric Generators, Independent Power Producers",Natural Gas,571963.00,,,,,,
2002,SC,"Electric Generators, Independent Power Producers",Petroleum,0.00,,,,,,
2002,SC,"Electric Generators, Electric Utilities",Total,93689257.00,,,,,,
2002,SC,"Electric Generators, Electric Utilities",Coal,36490769.00,,,,,,
2002,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1328524.00,,,,,,
2002,SC,"Electric Generators, Electric Utilities",Natural Gas,3466140.00,,,,,,
2002,SC,"Electric Generators, Electric Utilities",Nuclear,53325854.00,,,,,,
2002,SC,"Electric Generators, Electric Utilities",Other Biomass,15522.00,,,,,,
2002,SC,"Electric Generators, Electric Utilities",Petroleum,205664.00,,,,,,
2002,SC,"Electric Generators, Electric Utilities",Pumped Storage,-1143216.00,,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Total,1823463.00,,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Coal,456953.00,,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Natural Gas,43198.00,,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Other,0.00,,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Other Biomass,0.00,,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Other Gases,314.00,,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Petroleum,94103.00,,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1228895.00,,,,,,
2002,SC,"Combined Heat and Power, Electric Power",Total,415688.00,,,,,,
2002,SC,"Combined Heat and Power, Electric Power",Natural Gas,415688.00,,,,,,
2002,SC,"Combined Heat and Power, Commercial Power",Total,2222.00,,,,,,
2002,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,322.00,,,,,,
2002,SC,"Combined Heat and Power, Commercial Power",Natural Gas,1330.00,,,,,,
2002,SC,"Combined Heat and Power, Commercial Power",Petroleum,570.00,,,,,,
2002,SD,Total Electric Power Industry,Total,7721958.00,,,,,,
2002,SD,Total Electric Power Industry,Coal,3271523.00,,,,,,
2002,SD,Total Electric Power Industry,Hydroelectric Conventional,4353653.00,,,,,,
2002,SD,Total Electric Power Industry,Natural Gas,85778.00,,,,,,
2002,SD,Total Electric Power Industry,Petroleum,4961.00,,,,,,
2002,SD,Total Electric Power Industry,Wind,6043.00,,,,,,
2002,SD,"Electric Generators, Electric Utilities",Total,7721958.00,,,,,,
2002,SD,"Electric Generators, Electric Utilities",Coal,3271523.00,,,,,,
2002,SD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4353653.00,,,,,,
2002,SD,"Electric Generators, Electric Utilities",Natural Gas,85778.00,,,,,,
2002,SD,"Electric Generators, Electric Utilities",Petroleum,4961.00,,,,,,
2002,SD,"Electric Generators, Electric Utilities",Wind,6043.00,,,,,,
2002,TN,Total Electric Power Industry,Total,96114262.00,,,,,,
2002,TN,Total Electric Power Industry,Coal,59705681.00,,,,,,
2002,TN,Total Electric Power Industry,Hydroelectric Conventional,7973662.00,,,,,,
2002,TN,Total Electric Power Industry,Natural Gas,469573.00,,,,,,
2002,TN,Total Electric Power Industry,Nuclear,27573925.00,,,,,,
2002,TN,Total Electric Power Industry,Other,5550.00,,,,,,
2002,TN,Total Electric Power Industry,Other Biomass,45268.00,,,,,,
2002,TN,Total Electric Power Industry,Other Gases,11873.00,,,,,,
2002,TN,Total Electric Power Industry,Petroleum,269613.00,,,,,,
2002,TN,Total Electric Power Industry,Pumped Storage,-695843.00,,,,,,
2002,TN,Total Electric Power Industry,Wind,4068.00,,,,,,
2002,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,750892.00,,,,,,
2002,TN,"Electric Generators, Independent Power Producers",Total,207517.00,,,,,,
2002,TN,"Electric Generators, Independent Power Producers",Natural Gas,174327.00,,,,,,
2002,TN,"Electric Generators, Independent Power Producers",Other Biomass,33190.00,,,,,,
2002,TN,"Electric Generators, Electric Utilities",Total,92570929.00,,,,,,
2002,TN,"Electric Generators, Electric Utilities",Coal,58080553.00,,,,,,
2002,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7317487.00,,,,,,
2002,TN,"Electric Generators, Electric Utilities",Natural Gas,40414.00,,,,,,
2002,TN,"Electric Generators, Electric Utilities",Nuclear,27573925.00,,,,,,
2002,TN,"Electric Generators, Electric Utilities",Petroleum,250325.00,,,,,,
2002,TN,"Electric Generators, Electric Utilities",Pumped Storage,-695843.00,,,,,,
2002,TN,"Electric Generators, Electric Utilities",Wind,4068.00,,,,,,
2002,TN,"Combined Heat and Power, Industrial Power",Total,3249258.00,,,,,,
2002,TN,"Combined Heat and Power, Industrial Power",Coal,1586336.00,,,,,,
2002,TN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,656175.00,,,,,,
2002,TN,"Combined Heat and Power, Industrial Power",Natural Gas,211982.00,,,,,,
2002,TN,"Combined Heat and Power, Industrial Power",Other,3453.00,,,,,,
2002,TN,"Combined Heat and Power, Industrial Power",Other Biomass,9409.00,,,,,,
2002,TN,"Combined Heat and Power, Industrial Power",Other Gases,11873.00,,,,,,
2002,TN,"Combined Heat and Power, Industrial Power",Petroleum,19288.00,,,,,,
2002,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,750742.00,,,,,,
2002,TN,"Combined Heat and Power, Electric Power",Total,150.00,,,,,,
2002,TN,"Combined Heat and Power, Electric Power",Other,0.00,,,,,,
2002,TN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,150.00,,,,,,
2002,TN,"Combined Heat and Power, Commercial Power",Total,86408.00,,,,,,
2002,TN,"Combined Heat and Power, Commercial Power",Coal,38792.00,,,,,,
2002,TN,"Combined Heat and Power, Commercial Power",Natural Gas,42850.00,,,,,,
2002,TN,"Combined Heat and Power, Commercial Power",Other,2097.00,,,,,,
2002,TN,"Combined Heat and Power, Commercial Power",Other Biomass,2669.00,,,,,,
2002,TX,Total Electric Power Industry,Total,385628542.00,,,,,,
2002,TX,Total Electric Power Industry,Coal,141847240.00,,,,,,
2002,TX,Total Electric Power Industry,Hydroelectric Conventional,1123492.00,,,,,,
2002,TX,Total Electric Power Industry,Natural Gas,196433410.00,,,,,,
2002,TX,Total Electric Power Industry,Nuclear,35618004.00,,,,,,
2002,TX,Total Electric Power Industry,Other,1957186.00,,,,,,
2002,TX,Total Electric Power Industry,Other Biomass,245687.00,,,,,,
2002,TX,Total Electric Power Industry,Other Gases,3052992.00,,,,,,
2002,TX,Total Electric Power Industry,Petroleum,1620965.00,,,,,,
2002,TX,Total Electric Power Industry,Wind,2656104.00,,,,,,
2002,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,1073462.00,,,,,,
2002,TX,"Electric Generators, Independent Power Producers",Total,138776884.00,,,,,,
2002,TX,"Electric Generators, Independent Power Producers",Coal,49023441.00,,,,,,
2002,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,47154.00,,,,,,
2002,TX,"Electric Generators, Independent Power Producers",Natural Gas,69606562.00,,,,,,
2002,TX,"Electric Generators, Independent Power Producers",Nuclear,16568402.00,,,,,,
2002,TX,"Electric Generators, Independent Power Producers",Other,584473.00,,,,,,
2002,TX,"Electric Generators, Independent Power Producers",Other Biomass,32360.00,,,,,,
2002,TX,"Electric Generators, Independent Power Producers",Petroleum,260673.00,,,,,,
2002,TX,"Electric Generators, Independent Power Producers",Wind,2653819.00,,,,,,
2002,TX,"Electric Generators, Electric Utilities",Total,149587269.00,,,,,,
2002,TX,"Electric Generators, Electric Utilities",Coal,90259574.00,,,,,,
2002,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1076338.00,,,,,,
2002,TX,"Electric Generators, Electric Utilities",Natural Gas,39173483.00,,,,,,
2002,TX,"Electric Generators, Electric Utilities",Nuclear,19049602.00,,,,,,
2002,TX,"Electric Generators, Electric Utilities",Petroleum,25987.00,,,,,,
2002,TX,"Electric Generators, Electric Utilities",Wind,2285.00,,,,,,
2002,TX,"Combined Heat and Power, Industrial Power",Total,39931745.00,,,,,,
2002,TX,"Combined Heat and Power, Industrial Power",Coal,2564225.00,,,,,,
2002,TX,"Combined Heat and Power, Industrial Power",Natural Gas,32883355.00,,,,,,
2002,TX,"Combined Heat and Power, Industrial Power",Other,875897.00,,,,,,
2002,TX,"Combined Heat and Power, Industrial Power",Other Biomass,48542.00,,,,,,
2002,TX,"Combined Heat and Power, Industrial Power",Other Gases,2355629.00,,,,,,
2002,TX,"Combined Heat and Power, Industrial Power",Petroleum,130635.00,,,,,,
2002,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1073462.00,,,,,,
2002,TX,"Combined Heat and Power, Electric Power",Total,56862125.00,,,,,,
2002,TX,"Combined Heat and Power, Electric Power",Natural Gas,54315775.00,,,,,,
2002,TX,"Combined Heat and Power, Electric Power",Other,496816.00,,,,,,
2002,TX,"Combined Heat and Power, Electric Power",Other Biomass,152376.00,,,,,,
2002,TX,"Combined Heat and Power, Electric Power",Other Gases,697363.00,,,,,,
2002,TX,"Combined Heat and Power, Electric Power",Petroleum,1199795.00,,,,,,
2002,TX,"Combined Heat and Power, Commercial Power",Total,470519.00,,,,,,
2002,TX,"Combined Heat and Power, Commercial Power",Natural Gas,454235.00,,,,,,
2002,TX,"Combined Heat and Power, Commercial Power",Other Biomass,12410.00,,,,,,
2002,TX,"Combined Heat and Power, Commercial Power",Petroleum,3874.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Total,3858452254.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Coal,1933130354.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Geothermal,14491310.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,264328833.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Natural Gas,691005745.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Nuclear,780064087.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Other,13526910.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Other Biomass,15043712.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Other Gases,11462686.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Petroleum,94567394.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Pumped Storage,-8742928.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,554831.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Wind,10354279.00,,,,,,
2002,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,38665040.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Total,955331145.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Coal,366534847.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Geothermal,13089320.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,18189318.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas,227154931.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Nuclear,272684259.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Other,7167912.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Other Biomass,10391257.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases,29486.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum,24150126.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Pumped Storage,-1309121.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,551566.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Wind,10141128.00,,,,,,
2002,US-TOTAL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,6556116.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Total,2549457170.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Coal,1514669950.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Geothermal,1401990.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,242302069.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas,229639287.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Nuclear,507379828.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Other,479826.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Other Biomass,760969.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Other Gases,206469.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum,59124871.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Pumped Storage,-7433807.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,3265.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Wind,213151.00,,,,,,
2002,US-TOTAL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,709302.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Industrial Power",Total,152579785.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Industrial Power",Coal,21525308.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,3824648.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Industrial Power",Natural Gas,79012939.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Industrial Power",Other,3832069.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Biomass,845977.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Gases,9492821.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Industrial Power",Petroleum,4402817.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,29643207.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Electric Power",Total,193669640.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Electric Power",Coal,29408016.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Electric Power",Natural Gas,150889028.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Electric Power",Other,1443728.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Electric Power",Other Biomass,1992793.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Electric Power",Other Gases,1733896.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Electric Power",Petroleum,6458269.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1743910.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Commercial Power",Total,7414511.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Commercial Power",Coal,992232.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,12797.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Commercial Power",Natural Gas,4309561.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Commercial Power",Other,603377.00,,,,,,
2002,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Biomass,1052715.00,,,,,,
